author,comment,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@maruli57,"Nga ada yg bisa meralam gempa. Yang paling penting adalah bagaimana design bangunan harus di sertifikasi dan di rancang siap untuk menahan 9 sd 10 scale. Kita tinggal di kerak bumi yang tidak stabil anytime bisa ada gempa dahsyat. Sebetulnya ada ribuan gempa terjadi dalam satu hari , namun dalam scale yang sangat kecil selain tidak berbahaya , juga tidak terdeteksi apalagi dirasakan oleh kita. So sertifikasi bangunan, pelatihan menghadapi gempa, kebakaran, banjir dll. Lalu perbanyak berdoa",nga ada yg bisa meralam gempa yang paling penting adalah bagaimana design bangunan harus di sertifikasi dan di rancang siap untuk menahan 9 sd 10 scale kita tinggal di kerak bumi yang tidak stabil anytime bisa ada gempa dahsyat sebetulnya ada ribuan gempa terjadi dalam satu hari namun dalam scale yang sangat kecil selain tidak berbahaya juga tidak terdeteksi apalagi dirasakan oleh kita so sertifikasi bangunan pelatihan menghadapi gempa kebakaran banjir dll lalu perbanyak berdoa,nga ada yang bisa meralam gempa yang paling penting adalah bagaimana design bangunan harus di sertifikasi dan di rancang siap untuk menahan 9 sd 10 scale kita tinggal di kerak bumi yang tidak stabil anytime bisa ada gempa dahsyat sebetulnya ada ribuan gempa terjadi dalam satu hari namun dalam scale yang sangat kecil selain tidak berbahaya juga tidak terdeteksi apalagi dirasakan oleh kita so sertifikasi bangunan pelatihan menghadapi gempa kebakaran banjir dan lain-lain lalu perbanyak berdoa,nga meralam gempa design bangunan sertifikasi rancang menahan 9 sd 10 scale tinggal kerak bumi stabil anytime gempa dahsyat ribuan gempa scale berbahaya terdeteksi dirasakan so sertifikasi bangunan pelatihan menghadapi gempa kebakaran banjir lain-lain perbanyak berdoa,"['nga', 'meralam', 'gempa', 'design', 'bangunan', 'sertifikasi', 'rancang', 'menahan', '9', 'sd', '10', 'scale', 'tinggal', 'kerak', 'bumi', 'stabil', 'anytime', 'gempa', 'dahsyat', 'ribuan', 'gempa', 'scale', 'berbahaya', 'terdeteksi', 'dirasakan', 'so', 'sertifikasi', 'bangunan', 'pelatihan', 'menghadapi', 'gempa', 'kebakaran', 'banjir', 'lain-lain', 'perbanyak', 'berdoa']","['nga', 'meralam', 'gempa', 'bangunan', 'sertifikasi', 'rancang', 'menahan', '9', 'sd', '10', 'tinggal', 'kerak', 'bumi', 'stabil', 'anytime', 'gempa', 'dahsyat', 'ribuan', 'gempa', 'berbahaya', 'terdeteksi', 'dirasakan', 'sertifikasi', 'bangunan', 'pelatihan', 'menghadapi', 'gempa', 'kebakaran', 'banjir', 'lain-lain', 'perbanyak', 'berdoa']",nga meralam gempa bangun sertifikasi rancang tahan 9 sd 10 tinggal kerak bumi stabil anytime gempa dahsyat ribu gempa bahaya deteksi rasa sertifikasi bangun latih hadap gempa bakar banjir lain banyak doa,3
@Sahabatvino,Positif thinking aelahj,positif thinking aelahj,positif thinking aelahj,positif thinking aelahj,"['positif', 'thinking', 'aelahj']","['positif', 'aelahj']",positif aelahj,3
@notlgbt9053,Apakah ini alasan utama pindah ibu kota????,apakah ini alasan utama pindah ibu kota,apakah ini alasan utama pindah ibu kota,alasan utama pindah kota,"['alasan', 'utama', 'pindah', 'kota']","['alasan', 'utama', 'pindah', 'kota']",alas utama pindah kota,2
@jimmy36994,Seleksi alam,seleksi alam,seleksi alam,seleksi alam,"['seleksi', 'alam']","['seleksi', 'alam']",seleksi alam,2
@idaep690,Mau siap2 bagaimana? Memang sudah ada antisipasinya kepada masyarakat? Mana contigency plan nya,mau siap2 bagaimana memang sudah ada antisipasinya kepada masyarakat mana contigency plan nya,mau siap-siap bagaimana memang sudah ada antisipasinya kepada masyarakat mana contigency plan nya,siap-siap antisipasinya masyarakat contigency plan nya,"['siap-siap', 'antisipasinya', 'masyarakat', 'contigency', 'plan', 'nya']","['siap-siap', 'antisipasinya', 'masyarakat', 'contigency', 'nya']",siap antisipasi masyarakat contigency nya,1
@louvynatashya2433,"Ya Tuhan.. lindungilah kami semua dan ampunilah segala dosa maupun kesalahan kami, kami bersyukur dg apa yg kami miliki saat ini, selebihnya hanya dg kuasa engkau, kami berpasrah kepadaMu yg terbaik.",ya tuhan lindungilah kami semua dan ampunilah segala dosa maupun kesalahan kami kami bersyukur dg apa yg kami miliki saat ini selebihnya hanya dg kuasa engkau kami berpasrah kepadamu yg terbaik,iya tuhan lindungilah kami semua dan ampunilah segala dosa maupun kesalahan kami kami bersyukur dengan apa yang kami miliki saat ini selebihnya hanya dengan kuasa engkau kami berpasrah kepadamu yang terbaik,iya tuhan lindungilah ampunilah dosa kesalahan bersyukur miliki selebihnya kuasa engkau berpasrah kepadamu terbaik,"['iya', 'tuhan', 'lindungilah', 'ampunilah', 'dosa', 'kesalahan', 'bersyukur', 'miliki', 'selebihnya', 'kuasa', 'engkau', 'berpasrah', 'kepadamu', 'terbaik']","['iya', 'tuhan', 'lindungilah', 'ampunilah', 'kesalahan', 'bersyukur', 'miliki', 'selebihnya', 'kuasa', 'engkau', 'berpasrah', 'kepadamu', 'terbaik']",iya tuhan lindung ampun salah syukur milik lebih kuasa engkau pasrah kepada baik,3
@dendifarid9,"Semua yg tejadi sudah hukum siklus alam, manusia berusaha berbuat kebaikan",semua yg tejadi sudah hukum siklus alam manusia berusaha berbuat kebaikan,semua yang tejadi sudah hukum siklus alam manusia berusaha berbuat kebaikan,tejadi hukum siklus alam manusia berusaha berbuat kebaikan,"['tejadi', 'hukum', 'siklus', 'alam', 'manusia', 'berusaha', 'berbuat', 'kebaikan']","['tejadi', 'hukum', 'siklus', 'alam', 'manusia', 'berusaha', 'berbuat', 'kebaikan']",tejadi hukum siklus alam manusia usaha buat baik,3
@karyawanKontrak,mari semua perbaiki diri kita.. mudah&quot;an Allah tidak menurunkan musibah kepada kita semua.. Aamiin 🙏,mari semua perbaiki diri kita mudahquotan allah tidak menurunkan musibah kepada kita semua aamiin,mari semua perbaiki diri kita mudahquotan allah tidak menurunkan musibah kepada kita semua amin,mari perbaiki mudahquotan allah menurunkan musibah amin,"['mari', 'perbaiki', 'mudahquotan', 'allah', 'menurunkan', 'musibah', 'amin']","['mari', 'perbaiki', 'mudahquotan', 'allah', 'menurunkan', 'musibah']",mari baik mudahquotan allah turun musibah,3
@slametsubagyo8971,Apakah bisa diprediksi kira2 kapan terjadinya.,apakah bisa diprediksi kira2 kapan terjadinya,apakah bisa diprediksi kira2 kapan terjadinya,diprediksi kira2,"['diprediksi', 'kira2']","['diprediksi', 'kira2']",prediksi kira2,2
@spicymilkgrl6005,"mau kek jepang apa 9 SR ampun gue liat jepang dengan bangunan yg tahan gempa thn 2011 aja serem bgt, apalagi indo infrastrukturnya ga ada yg tahan gempa bangunannya😢",mau kek jepang apa 9 sr ampun gue liat jepang dengan bangunan yg tahan gempa thn 2011 aja serem bgt apalagi indo infrastrukturnya ga ada yg tahan gempa bangunannya,mau seperti jepang apa 9 sr ampun saya lihat jepang dengan bangunan yang tahan gempa tahun 2011 saja serem banget apalagi indonesia infrastrukturnya tidak ada yang tahan gempa bangunannya,jepang 9 sr ampun lihat jepang bangunan tahan gempa 2011 serem banget indonesia infrastrukturnya tahan gempa bangunannya,"['jepang', '9', 'sr', 'ampun', 'lihat', 'jepang', 'bangunan', 'tahan', 'gempa', '2011', 'serem', 'banget', 'indonesia', 'infrastrukturnya', 'tahan', 'gempa', 'bangunannya']","['jepang', '9', 'sr', 'ampun', 'lihat', 'jepang', 'bangunan', 'tahan', 'gempa', '2011', 'serem', 'banget', 'indonesia', 'infrastrukturnya', 'tahan', 'gempa', 'bangunannya']",jepang 9 sr ampun lihat jepang bangun tahan gempa 2011 rem banget indonesia infrastruktur tahan gempa bangun,1
@ummusuci08,Tinggi banget klu 20 M ..2 x pohon kelapa..,tinggi banget klu 20 m 2 x pohon kelapa,tinggi banget kalau 20 m 2 tidak pohon kelapa,banget 20 m 2 pohon kelapa,"['banget', '20', 'm', '2', 'pohon', 'kelapa']","['banget', '20', '2', 'pohon', 'kelapa']",banget 20 2 pohon kelapa,2
@cumamacan,udah pantes sih buat hukuman org indonesia. sklian aja sapu tsunami yg gede ya allah. hingga semua pulau di indonesia dan sekitarnya hilang dr peta. aamiin,udah pantes sih buat hukuman org indonesia sklian aja sapu tsunami yg gede ya allah hingga semua pulau di indonesia dan sekitarnya hilang dr peta aamiin,sudah pantes sih buat hukuman orang indonesia sklian saja sapu tsunami yang gede iya allah hingga semua pulau di indonesia dan sekitarnya hilang dari peta amin,pantes sih hukuman orang indonesia sklian sapu tsunami gede iya allah pulau indonesia hilang peta amin,"['pantes', 'sih', 'hukuman', 'orang', 'indonesia', 'sklian', 'sapu', 'tsunami', 'gede', 'iya', 'allah', 'pulau', 'indonesia', 'hilang', 'peta', 'amin']","['pantes', 'sih', 'hukuman', 'indonesia', 'sklian', 'sapu', 'gede', 'iya', 'allah', 'pulau', 'indonesia', 'hilang', 'peta']",pantes sih hukum indonesia sklian sapu gede iya allah pulau indonesia hilang peta,1
@haentertainment8,Mitigasi Bencana Gimana?? Ada alarm tanda bahaya engga?? <br>Kita harus bagaimana ni rakyatnya???<br>Pada hakikatnya kan manusia harus berusaha terlebih dahulu untuk menyelamatkan Diri .... <br>Sisanya berdo&#39;a.. yaa? Usaha dan do&#39;a.. 👍👍👍👍👍 semoga Indonesia dijauhkan dari marabahaya..,mitigasi bencana gimana ada alarm tanda bahaya engga brkita harus bagaimana ni rakyatnyabrpada hakikatnya kan manusia harus berusaha terlebih dahulu untuk menyelamatkan diri brsisanya berdo39a yaa usaha dan do39a semoga indonesia dijauhkan dari marabahaya,mitigasi bencana bagaimana ada alarm tanda bahaya tidak brkita harus bagaimana ini rakyatnyabrpada hakikatnya akan manusia harus berusaha terlebih dahulu untuk menyelamatkan diri brsisanya berdo39a yaa usaha dan do39a semoga indonesia dijauhkan dari marabahaya,mitigasi bencana alarm tanda bahaya brkita rakyatnyabrpada hakikatnya manusia berusaha menyelamatkan brsisanya berdo39a yaa usaha do39a semoga indonesia dijauhkan marabahaya,"['mitigasi', 'bencana', 'alarm', 'tanda', 'bahaya', 'brkita', 'rakyatnyabrpada', 'hakikatnya', 'manusia', 'berusaha', 'menyelamatkan', 'brsisanya', 'berdo39a', 'yaa', 'usaha', 'do39a', 'semoga', 'indonesia', 'dijauhkan', 'marabahaya']","['mitigasi', 'bencana', 'tanda', 'bahaya', 'brkita', 'rakyatnyabrpada', 'hakikatnya', 'manusia', 'berusaha', 'menyelamatkan', 'brsisanya', 'berdo39a', 'yaa', 'usaha', 'do39a', 'semoga', 'indonesia', 'dijauhkan', 'marabahaya']",mitigasi bencana tanda bahaya brkita rakyatnyabrpada hakikat manusia usaha selamat brsisanya berdo39a yaa usaha do39a moga indonesia jauh marabahaya,3
@HockDjiang,"Pulau jawa dan Jakarta, beda pulau ternyata 😂😂😂",pulau jawa dan jakarta beda pulau ternyata,pulau jawa dan jakarta beda pulau ternyata,pulau jawa jakarta beda pulau,"['pulau', 'jawa', 'jakarta', 'beda', 'pulau']","['pulau', 'jawa', 'jakarta', 'beda', 'pulau']",pulau jawa jakarta beda pulau,2
@kochengsdiary947,Dari judulnya saya baru tau kalau Jakarta itu bukan di pulau Jawa..,dari judulnya saya baru tau kalau jakarta itu bukan di pulau jawa,dari judulnya saya baru tahu kalau jakarta itu bukan di pulau jawa,judulnya jakarta pulau jawa,"['judulnya', 'jakarta', 'pulau', 'jawa']","['judulnya', 'jakarta', 'pulau', 'jawa']",judul jakarta pulau jawa,2
@SammyLs,"taun lalu ngata2 in negara org yg kena bencana sih , di blg azab lah , giliran negara kita heboh kan , makanya haha",taun lalu ngata2 in negara org yg kena bencana sih di blg azab lah giliran negara kita heboh kan makanya haha,tahun lalu ngata2 in negara orang yang kena bencana sih di bilang azab lah giliran negara kita heboh akan makanya tertawa,ngata2 in negara orang kena bencana sih bilang azab giliran negara heboh tertawa,"['ngata2', 'in', 'negara', 'orang', 'kena', 'bencana', 'sih', 'bilang', 'azab', 'giliran', 'negara', 'heboh', 'tertawa']","['ngata2', 'negara', 'kena', 'bencana', 'sih', 'bilang', 'azab', 'giliran', 'negara', 'heboh', 'tertawa']",ngata2 negara kena bencana sih bilang azab gilir negara heboh tertawa,1
@punggawafootball7909,Gua yakin Lampung juga pasti kerasa,gua yakin lampung juga pasti kerasa,saya yakin lampung juga pasti kerasa,lampung kerasa,"['lampung', 'kerasa']","['lampung', 'kerasa']",lampung rasa,2
@pajakhp820,Tenggelam kan aja itu pulau jawa,tenggelam kan aja itu pulau jawa,tenggelam akan saja itu pulau jawa,tenggelam pulau jawa,"['tenggelam', 'pulau', 'jawa']","['tenggelam', 'pulau', 'jawa']",tenggelam pulau jawa,1
@enolaras4232,Astagfirullohal&#39;adzim..,astagfirullohal39adzim,astagfirullohal39adzim,astagfirullohal39adzim,['astagfirullohal39adzim'],['astagfirullohal39adzim'],astagfirullohal39adzim,2
@depokebab2506,Tanggapan dan action pemerintah seperti apa,tanggapan dan action pemerintah seperti apa,tanggapan dan action pemerintah seperti apa,tanggapan action pemerintah,"['tanggapan', 'action', 'pemerintah']","['tanggapan', 'pemerintah']",tanggap perintah,1
@wongkoclok3425,Klau sesudah kejadian...BMKG br komentar ...Hahhhhhhh......BASIIIII,klau sesudah kejadianbmkg br komentar hahhhhhhhbasiiiii,klau sesudah kejadianbmkg baru komentar hahhhhhhhbasiiiii,klau kejadianbmkg komentar hahhhhhhhbasiiiii,"['klau', 'kejadianbmkg', 'komentar', 'hahhhhhhhbasiiiii']","['klau', 'kejadianbmkg', 'komentar', 'hahhhhhhhbasiiiii']",klau kejadianbmkg komentar hahhhhhhhbasiiiii,1
@Eagle-ud8wq,Allahuma shaliala syaidina Muhammad wa&#39;ala ali syaidina Muhammad,allahuma shaliala syaidina muhammad wa39ala ali syaidina muhammad,allahuma shaliala syaidina muhammad wa39ala ali syaidina muhammad,allahuma shaliala syaidina muhammad wa39ala ali syaidina muhammad,"['allahuma', 'shaliala', 'syaidina', 'muhammad', 'wa39ala', 'ali', 'syaidina', 'muhammad']","['allahuma', 'shaliala', 'syaidina', 'muhammad', 'wa39ala', 'ali', 'syaidina', 'muhammad']",allahuma shaliala syaidina muhammad wa39ala ali syaidina muhammad,3
@chanelamauriangkasa3243,"Alloh maha segalanya, semoga kita semua sll dlm lindungan Nya",alloh maha segalanya semoga kita semua sll dlm lindungan nya,alloh maha segalanya semoga kita semua selalu dalam lindungan nya,alloh maha semoga lindungan nya,"['alloh', 'maha', 'semoga', 'lindungan', 'nya']","['alloh', 'semoga', 'lindungan', 'nya']",alloh moga lindung nya,3
@raizelaizenfatih2074,"Dear BKMKG, mau usul, gimana kalo kerjasama sama pemerintah di Pulau Jawa gitu (termasuk di daerah yang ga kontak langsung dengan Pantai Selatan seperti Jakarta) terkait mitigasi bencana gempa &amp; tsunami tersebut, untuk Jakarta semisalnya dengan banyaknya gedung bertingkat saya ga yakin semuanya udah dirancang tahan gempa apalagi untuk 9SR, serta untuk yang dirumah kami juga bingung kalo ada berita tsunami gitu mau ngungsi kemana, Jakarta kan rata daratannya ya ga ada perbukitan seperti di daerah, sebagai warga kota besar keluarga saya belum pernah mendapat ilmu terkait mitigasi bencana, apalagi Jakarta ada isu penurunan muka tanah karena penggunaan air tanah berlebih &amp; semakin tingginya beban diatas permukaan, makin berabe aja kalo ada gempa sebesar itu, ya mungkin penyuluhan siaga bencana di setiap RT RW mengundang seenggaknya setiap perwakilan kepala keluarga, kami juga khawatir dear BMKG dan kami ingin ikut ikhtiar mempersiapkan diri untuk kemungkinan kejadian yang terburuk juga (naudzubillah) - ini hanya usulan 😊🙏🏻",dear bkmkg mau usul gimana kalo kerjasama sama pemerintah di pulau jawa gitu termasuk di daerah yang ga kontak langsung dengan pantai selatan seperti jakarta terkait mitigasi bencana gempa amp tsunami tersebut untuk jakarta semisalnya dengan banyaknya gedung bertingkat saya ga yakin semuanya udah dirancang tahan gempa apalagi untuk 9sr serta untuk yang dirumah kami juga bingung kalo ada berita tsunami gitu mau ngungsi kemana jakarta kan rata daratannya ya ga ada perbukitan seperti di daerah sebagai warga kota besar keluarga saya belum pernah mendapat ilmu terkait mitigasi bencana apalagi jakarta ada isu penurunan muka tanah karena penggunaan air tanah berlebih amp semakin tingginya beban diatas permukaan makin berabe aja kalo ada gempa sebesar itu ya mungkin penyuluhan siaga bencana di setiap rt rw mengundang seenggaknya setiap perwakilan kepala keluarga kami juga khawatir dear bmkg dan kami ingin ikut ikhtiar mempersiapkan diri untuk kemungkinan kejadian yang terburuk juga naudzubillah ini hanya usulan,dear bkmkg mau usul bagaimana kalau kerjasama sama pemerintah di pulau jawa begitu termasuk di daerah yang tidak kontak langsung dengan pantai selatan seperti jakarta terkait mitigasi bencana gempa amp tsunami tersebut untuk jakarta semisalnya dengan banyaknya gedung bertingkat saya tidak yakin semuanya sudah dirancang tahan gempa apalagi untuk 9sr serta untuk yang dirumah kami juga bingung kalau ada berita tsunami begitu mau ngungsi kemana jakarta akan rata daratannya iya tidak ada perbukitan seperti di daerah sebagai warga kota besar keluarga saya belum pernah mendapat ilmu terkait mitigasi bencana apalagi jakarta ada isu penurunan muka tanah karena penggunaan air tanah berlebih amp semakin tingginya beban diatas permukaan makin berabe saja kalau ada gempa sebesar itu iya mungkin penyuluhan siaga bencana di setiap rt rw mengundang seenggaknya setiap perwakilan kepala keluarga kami juga khawatir dear bmkg dan kami ingin ikut ikhtiar mempersiapkan diri untuk kemungkinan kejadian yang terburuk juga naudzubillah ini hanya usulan,dear bkmkg usul kerjasama pemerintah pulau jawa daerah kontak langsung pantai selatan jakarta terkait mitigasi bencana gempa amp tsunami jakarta banyaknya gedung bertingkat dirancang tahan gempa 9sr dirumah bingung berita tsunami ngungsi kemana jakarta daratannya iya perbukitan daerah warga kota keluarga ilmu terkait mitigasi bencana jakarta isu penurunan muka tanah penggunaan air tanah berlebih amp tingginya beban diatas permukaan berabe gempa iya penyuluhan siaga bencana rt rw mengundang seenggaknya perwakilan kepala keluarga khawatir dear bmkg ikhtiar kejadian terburuk naudzubillah usulan,"['dear', 'bkmkg', 'usul', 'kerjasama', 'pemerintah', 'pulau', 'jawa', 'daerah', 'kontak', 'langsung', 'pantai', 'selatan', 'jakarta', 'terkait', 'mitigasi', 'bencana', 'gempa', 'amp', 'tsunami', 'jakarta', 'banyaknya', 'gedung', 'bertingkat', 'dirancang', 'tahan', 'gempa', '9sr', 'dirumah', 'bingung', 'berita', 'tsunami', 'ngungsi', 'kemana', 'jakarta', 'daratannya', 'iya', 'perbukitan', 'daerah', 'warga', 'kota', 'keluarga', 'ilmu', 'terkait', 'mitigasi', 'bencana', 'jakarta', 'isu', 'penurunan', 'muka', 'tanah', 'penggunaan', 'air', 'tanah', 'berlebih', 'amp', 'tingginya', 'beban', 'diatas', 'permukaan', 'berabe', 'gempa', 'iya', 'penyuluhan', 'siaga', 'bencana', 'rt', 'rw', 'mengundang', 'seenggaknya', 'perwakilan', 'kepala', 'keluarga', 'khawatir', 'dear', 'bmkg', 'ikhtiar', 'kejadian', 'terburuk', 'naudzubillah', 'usulan']","['bkmkg', 'usul', 'kerjasama', 'pemerintah', 'pulau', 'jawa', 'daerah', 'kontak', 'langsung', 'pantai', 'selatan', 'jakarta', 'terkait', 'mitigasi', 'bencana', 'gempa', 'amp', 'jakarta', 'banyaknya', 'gedung', 'bertingkat', 'dirancang', 'tahan', 'gempa', '9sr', 'dirumah', 'bingung', 'berita', 'ngungsi', 'kemana', 'jakarta', 'daratannya', 'iya', 'perbukitan', 'daerah', 'warga', 'kota', 'keluarga', 'ilmu', 'terkait', 'mitigasi', 'bencana', 'jakarta', 'isu', 'penurunan', 'muka', 'tanah', 'penggunaan', 'tanah', 'berlebih', 'amp', 'tingginya', 'beban', 'diatas', 'permukaan', 'berabe', 'gempa', 'iya', 'penyuluhan', 'siaga', 'bencana', 'rt', 'rw', 'mengundang', 'seenggaknya', 'perwakilan', 'kepala', 'keluarga', 'khawatir', 'bmkg', 'ikhtiar', 'kejadian', 'terburuk', 'naudzubillah', 'usulan']",bkmkg usul kerjasama perintah pulau jawa daerah kontak langsung pantai selatan jakarta kait mitigasi bencana gempa amp jakarta banyak gedung tingkat rancang tahan gempa 9sr rumah bingung berita ngungsi mana jakarta darat iya bukit daerah warga kota keluarga ilmu kait mitigasi bencana jakarta isu turun muka tanah guna tanah lebih amp tinggi beban atas muka berabe gempa iya suluh siaga bencana rt rw undang enggak wakil kepala keluarga khawatir bmkg ikhtiar jadi buruk naudzubillah usul,3
