author,comment,likes,published_at,is_reply,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@desieka4037,"Karena sudah ada peringatan baiknya prepare semuanya. Siapkan emergency bagpack dan membuat rencana evakuasi mandiri jd seluruh keluarga satu suara, in case gempa terjadi semuanya sudah tau harus ngapain. Toh ga selalu di rumah, harus bikin rencana kalau pas ada salah satu anggota rumah yg diluar, harus berbuat apa.<br>Umur orang ga ada yang tau tapi ga ada salahnya untuk merencanakan semuanya.",0,2022-01-21T09:43:23Z,FALSE,karena sudah ada peringatan baiknya prepare semuanya siapkan emergency bagpack dan membuat rencana evakuasi mandiri jd seluruh keluarga satu suara in case gempa terjadi semuanya sudah tau harus ngapain toh ga selalu di rumah harus bikin rencana kalau pas ada salah satu anggota rumah yg diluar harus berbuat apabrumur orang ga ada yang tau tapi ga ada salahnya untuk merencanakan semuanya,"karena sudah ada peringatan baiknya prepare semuanya . siapkan emergency bagpack dan membuat rencana evakuasi mandiri jadi seluruh keluarga satu suara , in case gempa terjadi semuanya sudah tahu harus sedang apa . toh tidak selalu di rumah , harus bikin rencana kalau pas ada salah satu anggota rumah yang diluar , harus berbuat apa. < baru > umur orang tidak ada yang tahu tapi tidak ada salahnya untuk merencanakan semuanya .","peringatan baiknya prepare . siapkan emergency bagpack rencana evakuasi mandiri keluarga suara , in case gempa . rumah , bikin rencana pas salah anggota rumah diluar , berbuat . < > umur orang salahnya merencanakan .","['peringatan', 'baiknya', 'prepare', '.', 'siapkan', 'emergency', 'bagpack', 'rencana', 'evakuasi', 'mandiri', 'keluarga', 'suara', ',', 'in', 'case', 'gempa', '.', 'rumah', ',', 'bikin', 'rencana', 'pas', 'salah', 'anggota', 'rumah', 'diluar', ',', 'berbuat', '.', '<', '>', 'umur', 'orang', 'salahnya', 'merencanakan', '.']","['peringatan', 'baiknya', 'prepare', '.', 'siapkan', 'emergency', 'bagpack', 'rencana', 'evakuasi', 'mandiri', 'keluarga', 'suara', ',', 'in', 'case', 'gempa', '.', 'rumah', ',', 'bikin', 'rencana', 'pas', 'salah', 'anggota', 'rumah', 'diluar', ',', 'berbuat', '.', '<', '>', 'umur', 'orang', 'salahnya', 'merencanakan', '.']",ingat baik prepare  siap emergency bagpack rencana evakuasi mandiri keluarga suara  in case gempa  rumah  bikin rencana pas salah anggota rumah luar  buat    umur orang salah rencana,3
@sherylandfamily5619,"Itu yg sudah saya antisipasi untuk keluarga kecil saya,Sudah saya siapkan tas darurat  dan dokumen penting sudah masuk kedalam satu tas emergency dan perlengkapan lainnya.Jadi kalau suatu saat terjadi beneran (Entah kapan).Sudah dipersiapkan sebelumnya.",0,2022-01-22T08:03:34Z,TRUE,itu yg sudah saya antisipasi untuk keluarga kecil sayasudah saya siapkan tas darurat dan dokumen penting sudah masuk kedalam satu tas emergency dan perlengkapan lainnyajadi kalau suatu saat terjadi beneran entah kapansudah dipersiapkan sebelumnya,"itu yang sudah saya antisipasi untuk keluarga kecil saya , sudah saya siapkan tas darurat dan dokumen penting sudah masuk kedalam satu tas emergency dan perlengkapan lainnya.jadi kalau suatu saat terjadi beneran ( entah kapan ) .sudah dipersiapkan sebelumnya .","antisipasi keluarga , siapkan tas darurat dokumen masuk kedalam tas emergency perlengkapan lainnya.jadi beneran ( ) .sudah dipersiapkan .","['antisipasi', 'keluarga', ',', 'siapkan', 'tas', 'darurat', 'dokumen', 'masuk', 'kedalam', 'tas', 'emergency', 'perlengkapan', 'lainnya.jadi', 'beneran', '(', ')', '.sudah', 'dipersiapkan', '.']","['antisipasi', 'keluarga', ',', 'siapkan', 'tas', 'darurat', 'dokumen', 'masuk', 'kedalam', 'tas', 'emergency', 'perlengkapan', 'lainnya.jadi', 'beneran', '(', ')', '.sudah', 'dipersiapkan', '.']",antisipasi keluarga  siap tas darurat dokumen masuk dalam tas emergency lengkap lain jadi beneran   sudah siap,3
@desieka4037,"@@sherylandfamily5619 sip mas, semoga diberikan keselamatan semuanya 👍bencana bs datang kpn aja, yg penting sdh berupaya untuk antisipasi",0,2022-01-22T08:30:53Z,TRUE,sherylandfamily5619 sip mas semoga diberikan keselamatan semuanya bencana bs datang kpn aja yg penting sdh berupaya untuk antisipasi,"di di sherylandfamily5619 ok mas , semoga diberikan keselamatan semuanya 👍bencana bisa datang kapan saja , yang penting sudah berupaya untuk antisipasi","sherylandfamily5619 ok mas , semoga keselamatan 👍bencana , berupaya antisipasi","['sherylandfamily5619', 'ok', 'mas', ',', 'semoga', 'keselamatan', '👍bencana', ',', 'berupaya', 'antisipasi']","['sherylandfamily5619', 'ok', 'mas', ',', 'semoga', 'keselamatan', '👍bencana', ',', 'berupaya', 'antisipasi']",sherylandfamily5619 ok mas  moga selamat bencana  upaya antisipasi,3
@ForYourPage00,"Betul. Sudah pringatan gempa cianjur, kyaknya yg lain udh bsa prepare jaga2",0,2022-11-26T16:14:48Z,TRUE,betul sudah pringatan gempa cianjur kyaknya yg lain udh bsa prepare jaga2,"betul . sudah pringatan gempa cianjur , kyaknya yang lain sudah bisa prepare jaga2",". pringatan gempa cianjur , kyaknya prepare jaga2","['.', 'pringatan', 'gempa', 'cianjur', ',', 'kyaknya', 'prepare', 'jaga2']","['.', 'pringatan', 'gempa', 'cianjur', ',', 'kyaknya', 'prepare', 'jaga2']",pringatan gempa cianjur  kyaknya prepare jaga2,3
@maruli57,"Nga ada yg bisa meralam gempa. Yang paling penting adalah bagaimana design bangunan harus di sertifikasi dan di rancang siap untuk menahan 9 sd 10 scale. Kita tinggal di kerak bumi yang tidak stabil anytime bisa ada gempa dahsyat. Sebetulnya ada ribuan gempa terjadi dalam satu hari , namun dalam scale yang sangat kecil selain tidak berbahaya , juga tidak terdeteksi apalagi dirasakan oleh kita. So sertifikasi bangunan, pelatihan menghadapi gempa, kebakaran, banjir dll. Lalu perbanyak berdoa",0,2022-01-21T07:15:57Z,FALSE,nga ada yg bisa meralam gempa yang paling penting adalah bagaimana design bangunan harus di sertifikasi dan di rancang siap untuk menahan 9 sd 10 scale kita tinggal di kerak bumi yang tidak stabil anytime bisa ada gempa dahsyat sebetulnya ada ribuan gempa terjadi dalam satu hari namun dalam scale yang sangat kecil selain tidak berbahaya juga tidak terdeteksi apalagi dirasakan oleh kita so sertifikasi bangunan pelatihan menghadapi gempa kebakaran banjir dll lalu perbanyak berdoa,"nga ada yang bisa meralam gempa . yang paling penting adalah bagaimana design bangunan harus di sertifikasi dan di rancang siap untuk menahan 9 sd 10 scale . kita tinggal di kerak bumi yang tidak stabil anytime bisa ada gempa dahsyat . sebetulnya ada ribuan gempa terjadi dalam satu hari , namun dalam scale yang sangat kecil selain tidak berbahaya , juga tidak terdeteksi apalagi dirasakan oleh kita . so sertifikasi bangunan , pelatihan menghadapi gempa , kebakaran , banjir dan lain-lain . lalu perbanyak berdoa","nga meralam gempa . design bangunan sertifikasi rancang menahan 9 sd 10 scale . tinggal kerak bumi stabil anytime gempa dahsyat . ribuan gempa , scale berbahaya , terdeteksi dirasakan . so sertifikasi bangunan , pelatihan menghadapi gempa , kebakaran , banjir lain-lain . perbanyak berdoa","['nga', 'meralam', 'gempa', '.', 'design', 'bangunan', 'sertifikasi', 'rancang', 'menahan', '9', 'sd', '10', 'scale', '.', 'tinggal', 'kerak', 'bumi', 'stabil', 'anytime', 'gempa', 'dahsyat', '.', 'ribuan', 'gempa', ',', 'scale', 'berbahaya', ',', 'terdeteksi', 'dirasakan', '.', 'so', 'sertifikasi', 'bangunan', ',', 'pelatihan', 'menghadapi', 'gempa', ',', 'kebakaran', ',', 'banjir', 'lain-lain', '.', 'perbanyak', 'berdoa']","['nga', 'meralam', 'gempa', '.', 'design', 'bangunan', 'sertifikasi', 'rancang', 'menahan', '9', 'sd', '10', 'scale', '.', 'tinggal', 'kerak', 'bumi', 'stabil', 'anytime', 'gempa', 'dahsyat', '.', 'ribuan', 'gempa', ',', 'scale', 'berbahaya', ',', 'terdeteksi', 'dirasakan', '.', 'so', 'sertifikasi', 'bangunan', ',', 'pelatihan', 'menghadapi', 'gempa', ',', 'kebakaran', ',', 'banjir', 'lain-lain', '.', 'perbanyak', 'berdoa']",nga meralam gempa  design bangun sertifikasi rancang tahan 9 sd 10 scale  tinggal kerak bumi stabil anytime gempa dahsyat  ribu gempa  scale bahaya  deteksi rasa  so sertifikasi bangun  latih hadap gempa  bakar  banjir lain  banyak doa,3
@Sahabatvino,Positif thinking aelahj,0,2022-01-21T07:04:31Z,FALSE,positif thinking aelahj,positif thinking aelahj,positif thinking aelahj,"['positif', 'thinking', 'aelahj']","['positif', 'thinking', 'aelahj']",positif thinking aelahj,3
@notlgbt9053,Apakah ini alasan utama pindah ibu kota????,0,2022-01-21T06:12:44Z,FALSE,apakah ini alasan utama pindah ibu kota,apakah ini alasan utama pindah ibu kota ? ? ? ?,alasan utama pindah kota ? ? ? ?,"['alasan', 'utama', 'pindah', 'kota', '?', '?', '?', '?']","['alasan', 'utama', 'pindah', 'kota', '?', '?', '?', '?']",alas utama pindah kota,2
@jimmy36994,Seleksi alam,0,2022-01-21T04:48:15Z,FALSE,seleksi alam,seleksi alam,seleksi alam,"['seleksi', 'alam']","['seleksi', 'alam']",seleksi alam,2
@idaep690,Mau siap2 bagaimana? Memang sudah ada antisipasinya kepada masyarakat? Mana contigency plan nya,0,2022-01-21T04:06:56Z,FALSE,mau siap2 bagaimana memang sudah ada antisipasinya kepada masyarakat mana contigency plan nya,mau siap-siap bagaimana ? memang sudah ada antisipasinya kepada masyarakat ? mana contigency plan nya,siap-siap ? antisipasinya masyarakat ? contigency plan nya,"['siap-siap', '?', 'antisipasinya', 'masyarakat', '?', 'contigency', 'plan', 'nya']","['siap-siap', '?', 'antisipasinya', 'masyarakat', '?', 'contigency', 'plan', 'nya']",siap  antisipasi masyarakat  contigency plan nya,1
@louvynatashya2433,"Ya Tuhan.. lindungilah kami semua dan ampunilah segala dosa maupun kesalahan kami, kami bersyukur dg apa yg kami miliki saat ini, selebihnya hanya dg kuasa engkau, kami berpasrah kepadaMu yg terbaik.",1,2022-01-21T02:38:29Z,FALSE,ya tuhan lindungilah kami semua dan ampunilah segala dosa maupun kesalahan kami kami bersyukur dg apa yg kami miliki saat ini selebihnya hanya dg kuasa engkau kami berpasrah kepadamu yg terbaik,"iya tuhan .. lindungilah kami semua dan ampunilah segala dosa maupun kesalahan kami , kami bersyukur dengan apa yang kami miliki saat ini , selebihnya hanya dengan kuasa engkau , kami berpasrah kepadamu yang terbaik .","iya tuhan .. lindungilah ampunilah dosa kesalahan , bersyukur miliki , selebihnya kuasa engkau , berpasrah kepadamu terbaik .","['iya', 'tuhan', '..', 'lindungilah', 'ampunilah', 'dosa', 'kesalahan', ',', 'bersyukur', 'miliki', ',', 'selebihnya', 'kuasa', 'engkau', ',', 'berpasrah', 'kepadamu', 'terbaik', '.']","['iya', 'tuhan', '..', 'lindungilah', 'ampunilah', 'dosa', 'kesalahan', ',', 'bersyukur', 'miliki', ',', 'selebihnya', 'kuasa', 'engkau', ',', 'berpasrah', 'kepadamu', 'terbaik', '.']",iya tuhan  lindung ampun dosa salah  syukur milik  lebih kuasa engkau  pasrah kepada baik,3
@dendifarid9,"Semua yg tejadi sudah hukum siklus alam, manusia berusaha berbuat kebaikan",1,2022-01-21T02:31:29Z,FALSE,semua yg tejadi sudah hukum siklus alam manusia berusaha berbuat kebaikan,"semua yang tejadi sudah hukum siklus alam , manusia berusaha berbuat kebaikan","tejadi hukum siklus alam , manusia berusaha berbuat kebaikan","['tejadi', 'hukum', 'siklus', 'alam', ',', 'manusia', 'berusaha', 'berbuat', 'kebaikan']","['tejadi', 'hukum', 'siklus', 'alam', ',', 'manusia', 'berusaha', 'berbuat', 'kebaikan']",tejadi hukum siklus alam  manusia usaha buat baik,3
@karyawanKontrak,mari semua perbaiki diri kita.. mudah&quot;an Allah tidak menurunkan musibah kepada kita semua.. Aamiin 🙏,0,2022-01-21T02:26:20Z,FALSE,mari semua perbaiki diri kita mudahquotan allah tidak menurunkan musibah kepada kita semua aamiin,mari semua perbaiki diri kita .. mudah dan quot ; an allah tidak menurunkan musibah kepada kita semua .. amin 🙏,mari perbaiki .. mudah quot ; an allah menurunkan musibah .. amin 🙏,"['mari', 'perbaiki', '..', 'mudah', 'quot', ';', 'an', 'allah', 'menurunkan', 'musibah', '..', 'amin', '🙏']","['mari', 'perbaiki', '..', 'mudah', 'quot', ';', 'an', 'allah', 'menurunkan', 'musibah', '..', 'amin', '🙏']",mari baik  mudah quot  an allah turun musibah  amin,3
@slametsubagyo8971,Apakah bisa diprediksi kira2 kapan terjadinya.,0,2022-01-21T01:08:19Z,FALSE,apakah bisa diprediksi kira2 kapan terjadinya,apakah bisa diprediksi kira2 kapan terjadinya .,diprediksi kira2 .,"['diprediksi', 'kira2', '.']","['diprediksi', 'kira2', '.']",prediksi kira2,2
@spicymilkgrl6005,"mau kek jepang apa 9 SR ampun gue liat jepang dengan bangunan yg tahan gempa thn 2011 aja serem bgt, apalagi indo infrastrukturnya ga ada yg tahan gempa bangunannya😢",0,2022-01-21T00:42:46Z,FALSE,mau kek jepang apa 9 sr ampun gue liat jepang dengan bangunan yg tahan gempa thn 2011 aja serem bgt apalagi indo infrastrukturnya ga ada yg tahan gempa bangunannya,"mau seperti jepang apa 9 sr ampun saya lihat jepang dengan bangunan yang tahan gempa tahun 2011 saja serem banget , apalagi indonesia infrastrukturnya tidak ada yang tahan gempa bangunannya😢","jepang 9 sr ampun lihat jepang bangunan tahan gempa 2011 serem banget , indonesia infrastrukturnya tahan gempa bangunannya😢","['jepang', '9', 'sr', 'ampun', 'lihat', 'jepang', 'bangunan', 'tahan', 'gempa', '2011', 'serem', 'banget', ',', 'indonesia', 'infrastrukturnya', 'tahan', 'gempa', 'bangunannya😢']","['jepang', '9', 'sr', 'ampun', 'lihat', 'jepang', 'bangunan', 'tahan', 'gempa', '2011', 'serem', 'banget', ',', 'indonesia', 'infrastrukturnya', 'tahan', 'gempa', 'bangunannya😢']",jepang 9 sr ampun lihat jepang bangun tahan gempa 2011 rem banget  indonesia infrastruktur tahan gempa bangun,1
@ummusuci08,Tinggi banget klu 20 M ..2 x pohon kelapa..,0,2022-01-21T00:41:34Z,FALSE,tinggi banget klu 20 m 2 x pohon kelapa,tinggi banget kalau 20 m .. 2 tidak pohon kelapa ..,banget 20 m .. 2 pohon kelapa ..,"['banget', '20', 'm', '..', '2', 'pohon', 'kelapa', '..']","['banget', '20', 'm', '..', '2', 'pohon', 'kelapa', '..']",banget 20 m  2 pohon kelapa,2
@cumamacan,udah pantes sih buat hukuman org indonesia. sklian aja sapu tsunami yg gede ya allah. hingga semua pulau di indonesia dan sekitarnya hilang dr peta. aamiin,0,2022-01-21T00:14:20Z,FALSE,udah pantes sih buat hukuman org indonesia sklian aja sapu tsunami yg gede ya allah hingga semua pulau di indonesia dan sekitarnya hilang dr peta aamiin,sudah pantes sih buat hukuman orang indonesia . sklian saja sapu tsunami yang gede iya allah . hingga semua pulau di indonesia dan sekitarnya hilang dari peta . amin,pantes sih hukuman orang indonesia . sklian sapu tsunami gede iya allah . pulau indonesia hilang peta . amin,"['pantes', 'sih', 'hukuman', 'orang', 'indonesia', '.', 'sklian', 'sapu', 'tsunami', 'gede', 'iya', 'allah', '.', 'pulau', 'indonesia', 'hilang', 'peta', '.', 'amin']","['pantes', 'sih', 'hukuman', 'orang', 'indonesia', '.', 'sklian', 'sapu', 'tsunami', 'gede', 'iya', 'allah', '.', 'pulau', 'indonesia', 'hilang', 'peta', '.', 'amin']",pantes sih hukum orang indonesia  sklian sapu tsunami gede iya allah  pulau indonesia hilang peta  amin,1
@haentertainment8,Mitigasi Bencana Gimana?? Ada alarm tanda bahaya engga?? <br>Kita harus bagaimana ni rakyatnya???<br>Pada hakikatnya kan manusia harus berusaha terlebih dahulu untuk menyelamatkan Diri .... <br>Sisanya berdo&#39;a.. yaa? Usaha dan do&#39;a.. 👍👍👍👍👍 semoga Indonesia dijauhkan dari marabahaya..,0,2022-01-20T23:48:47Z,FALSE,mitigasi bencana gimana ada alarm tanda bahaya engga brkita harus bagaimana ni rakyatnyabrpada hakikatnya kan manusia harus berusaha terlebih dahulu untuk menyelamatkan diri brsisanya berdo39a yaa usaha dan do39a semoga indonesia dijauhkan dari marabahaya,mitigasi bencana bagaimana ? ? ada alarm tanda bahaya tidak ? ? < baru > kita harus bagaimana ini rakyatnya ? ? ? < baru > pada hakikatnya akan manusia harus berusaha terlebih dahulu untuk menyelamatkan diri .... < baru > sisanya berdo dan # 39 ; a .. yaa ? usaha dan do dan # 39 ; a .. 👍👍👍👍👍 semoga indonesia dijauhkan dari marabahaya ..,mitigasi bencana ? ? alarm tanda bahaya ? ? < > rakyatnya ? ? ? < > hakikatnya manusia berusaha menyelamatkan .... < > sisanya berdo # 39 ; a .. yaa ? usaha do # 39 ; a .. 👍👍👍👍👍 semoga indonesia dijauhkan marabahaya ..,"['mitigasi', 'bencana', '?', '?', 'alarm', 'tanda', 'bahaya', '?', '?', '<', '>', 'rakyatnya', '?', '?', '?', '<', '>', 'hakikatnya', 'manusia', 'berusaha', 'menyelamatkan', '....', '<', '>', 'sisanya', 'berdo', '#', '39', ';', 'a', '..', 'yaa', '?', 'usaha', 'do', '#', '39', ';', 'a', '..', '👍👍👍👍👍', 'semoga', 'indonesia', 'dijauhkan', 'marabahaya', '..']","['mitigasi', 'bencana', '?', '?', 'alarm', 'tanda', 'bahaya', '?', '?', '<', '>', 'rakyatnya', '?', '?', '?', '<', '>', 'hakikatnya', 'manusia', 'berusaha', 'menyelamatkan', '....', '<', '>', 'sisanya', 'berdo', '#', '39', ';', 'a', '..', 'yaa', '?', 'usaha', 'do', '#', '39', ';', 'a', '..', '👍👍👍👍👍', 'semoga', 'indonesia', 'dijauhkan', 'marabahaya', '..']",mitigasi bencana   alarm tanda bahaya     rakyat      hakikat manusia usaha selamat    sisa berdo  39  a  yaa  usaha do  39  a   moga indonesia jauh marabahaya,3
@HockDjiang,"Pulau jawa dan Jakarta, beda pulau ternyata 😂😂😂",0,2022-01-20T23:31:57Z,FALSE,pulau jawa dan jakarta beda pulau ternyata,"pulau jawa dan jakarta , beda pulau ternyata 😂😂😂","pulau jawa jakarta , beda pulau 😂😂😂","['pulau', 'jawa', 'jakarta', ',', 'beda', 'pulau', '😂😂😂']","['pulau', 'jawa', 'jakarta', ',', 'beda', 'pulau', '😂😂😂']",pulau jawa jakarta  beda pulau,2
@kochengsdiary947,Dari judulnya saya baru tau kalau Jakarta itu bukan di pulau Jawa..,0,2022-01-20T23:03:00Z,FALSE,dari judulnya saya baru tau kalau jakarta itu bukan di pulau jawa,dari judulnya saya baru tahu kalau jakarta itu bukan di pulau jawa ..,judulnya jakarta pulau jawa ..,"['judulnya', 'jakarta', 'pulau', 'jawa', '..']","['judulnya', 'jakarta', 'pulau', 'jawa', '..']",judul jakarta pulau jawa,2
@SammyLs,"taun lalu ngata2 in negara org yg kena bencana sih , di blg azab lah , giliran negara kita heboh kan , makanya haha",0,2022-01-20T20:09:46Z,FALSE,taun lalu ngata2 in negara org yg kena bencana sih di blg azab lah giliran negara kita heboh kan makanya haha,"tahun lalu ngata2 in negara orang yang kena bencana sih , di bilang azab lah , giliran negara kita heboh akan , makanya tertawa","ngata2 in negara orang kena bencana sih , bilang azab , giliran negara heboh , tertawa","['ngata2', 'in', 'negara', 'orang', 'kena', 'bencana', 'sih', ',', 'bilang', 'azab', ',', 'giliran', 'negara', 'heboh', ',', 'tertawa']","['ngata2', 'in', 'negara', 'orang', 'kena', 'bencana', 'sih', ',', 'bilang', 'azab', ',', 'giliran', 'negara', 'heboh', ',', 'tertawa']",ngata2 in negara orang kena bencana sih  bilang azab  gilir negara heboh  tertawa,1
@punggawafootball7909,Gua yakin Lampung juga pasti kerasa,0,2022-01-20T19:25:55Z,FALSE,gua yakin lampung juga pasti kerasa,saya yakin lampung juga pasti kerasa,lampung kerasa,"['lampung', 'kerasa']","['lampung', 'kerasa']",lampung rasa,2
@pajakhp820,Tenggelam kan aja itu pulau jawa,0,2022-01-20T19:22:56Z,FALSE,tenggelam kan aja itu pulau jawa,tenggelam akan saja itu pulau jawa,tenggelam pulau jawa,"['tenggelam', 'pulau', 'jawa']","['tenggelam', 'pulau', 'jawa']",tenggelam pulau jawa,1
@enolaras4232,Astagfirullohal&#39;adzim..,0,2022-01-20T19:07:59Z,FALSE,astagfirullohal39adzim,astagfirullohal dan # 39 ; adzim ..,astagfirullohal # 39 ; adzim ..,"['astagfirullohal', '#', '39', ';', 'adzim', '..']","['astagfirullohal', '#', '39', ';', 'adzim', '..']",astagfirullohal  39  adzim,2
@depokebab2506,Tanggapan dan action pemerintah seperti apa,0,2022-01-20T17:45:53Z,FALSE,tanggapan dan action pemerintah seperti apa,tanggapan dan action pemerintah seperti apa,tanggapan action pemerintah,"['tanggapan', 'action', 'pemerintah']","['tanggapan', 'action', 'pemerintah']",tanggap action perintah,1
@wongkoclok3425,Klau sesudah kejadian...BMKG br komentar ...Hahhhhhhh......BASIIIII,0,2022-01-20T17:39:50Z,FALSE,klau sesudah kejadianbmkg br komentar hahhhhhhhbasiiiii,klau sesudah kejadian ... bmkg baru komentar ... hahhhhhhh ...... basiiiii,klau kejadian ... bmkg komentar ... hahhhhhhh ...... basiiiii,"['klau', 'kejadian', '...', 'bmkg', 'komentar', '...', 'hahhhhhhh', '......', 'basiiiii']","['klau', 'kejadian', '...', 'bmkg', 'komentar', '...', 'hahhhhhhh', '......', 'basiiiii']",klau jadi  bmkg komentar  hahhhhhhh  basiiiii,1
